,0
10,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, specific features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central lymph node, and may show evidence of stromal reaction with infiltration by inflammatory cells. These characteristics help distinguish metastatic lymph nodes from reactive or benign changes in the lymph nodes."
11,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarser chromatin, more prominent nucleoli, and frequent mitotic figures, while the stroma may show areas of hemorrhage and necrosis. Additionally, metastatic deposits may contain clusters of tumor cells with clear or vacuolated cytoplasm, which can be indicative of certain subtypes of breast cancer such as ductal carcinoma in situ (DCIS) or invasive lobular carcinoma."
12,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular texture. At high resolution, distinct characteristics such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" pattern around the central area of the lymph node, with tumor cells infiltrating the paracortical and medullary regions, and may show areas of necrosis and hemorrhage. The stroma may appear more fibrotic or reactive, and occasionally, lymphovascular invasion or involvement of the capsule can be seen."
13,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarser chromatin, more prominent nucleoli, and may show areas of necrosis or hemorrhage. Additionally, metastatic deposits can be identified by the presence of tumor cells that are scattered or form small clusters, and they may have a stromal reaction characterized by an increased number of inflammatory cells and fibrosis."
14,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, distinct features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central area of necrosis, and may show evidence of stromal reaction with surrounding fibrovascular tissue and inflammatory infiltrates."
15,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these nodes show evidence of tumor cell invasion into the lymph node stroma, often with areas of coagulative necrosis, and may exhibit specific patterns such as single-file or ""satellite"" arrangements of tumor cells around blood vessels or in the perinodal regions. Additionally, metastatic nodes may have a more diffuse or nodular texture, with possible presence of tumor emboli or microcalcifications, and may lack the normal reactive changes seen in reactive hyperplasia or inflammation."
16,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular texture. At high resolution, distinct characteristics such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" pattern around the central area of the lymph node, with tumor cells infiltrating the paracortical and medullary regions, and may show areas of necrosis and hemorrhage. Capillary-like vascular structures and fibrovascular stromal reactions are also commonly seen, contributing to the overall altered architecture of the metastatic lymph node."
17,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, specific features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central area of necrosis, and may show evidence of stromal reaction with surrounding reactive lymphocytes and fibroblasts. These characteristics, when combined with the absence of normal lymphoid architecture, strongly suggest metastatic involvement."
18,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, distinct features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central lymph node, and may show evidence of stromal reaction with infiltration by inflammatory cells. These characteristics help in distinguishing metastatic lesions from reactive or benign changes in the lymph nodes."
19,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarse chromatin, prominent nucleoli, and frequent mitotic figures. Additionally, metastatic deposits may show areas of coagulative necrosis, hemorrhage, and a surrounding reactive stroma characterized by an influx of inflammatory cells such as lymphocytes and macrophages. The capsule of the metastatic node may be disrupted or infiltrated, and the overall architecture of the lymph node is disrupted with distortion of the normal follicular and trabecular patterns."
20,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, distinct features such as irregular nuclear contours, prominent nucleoli, and frequent mitotic figures can be observed. Additionally, metastatic cells often exhibit a cohesive or infiltrative growth pattern, and may show areas of necrosis or hemorrhage. The stroma surrounding these metastatic foci may appear more fibrotic or reactive compared to the normal lymph node architecture."
21,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarse chromatin, prominent nucleoli, and frequent mitotic figures, while the stroma may show areas of hemorrhage and necrosis. Additionally, metastatic deposits may contain clusters of tumor cells with clear or vacuolated cytoplasm, indicative of osteoclast-like giant cells, which are characteristic of certain subtypes of breast cancer such as those expressing HER2."
22,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular pattern of fibrosis. At high resolution, characteristic features such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central stroma, and may show areas of necrosis and hemorrhage. Capillary-like vascular structures and extravasated red blood cells are also frequently seen, contributing to the overall abnormal architecture of the metastatic lymph node."
23,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, distinct features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central area of necrosis, and may show evidence of stromal reaction with surrounding fibrovascular tissue and inflammatory infiltrates."
24,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular pattern of fibrosis. At high resolution, characteristic features such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central stroma, and may show areas of necrosis and hemorrhage. Capillary-like vascular structures and extravasated red blood cells are also frequently seen, contributing to the overall altered architecture and heterogeneity of the metastatic lymph node."
25,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these nodes show evidence of tumor cell invasion into the lymph node stroma, with clusters of neoplastic cells that may exhibit pleomorphism, nuclear atypia, and frequent mitotic figures. Additionally, metastatic deposits often have a ""satellite"" appearance with smaller foci of tumor cells scattered around the main area of involvement, and may be associated with hemorrhage, necrosis, and an inflammatory response characterized by infiltration of lymphocytes, plasma cells, and macrophages."
26,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, distinct features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central area of necrosis, and may show evidence of stromal reaction with infiltration by inflammatory cells. These characteristics help differentiate metastatic lymph nodes from reactive or benign changes in the lymph nodes."
27,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, specific features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central lymph node, and may show evidence of stromal reaction with surrounding inflammatory cells, particularly lymphocytes and histiocytes."
28,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular pattern of fibrosis. At high resolution, characteristic features such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central stroma, and may show areas of necrosis and hemorrhage. Capillary-like vascular structures and extravasated red blood cells are also frequently seen, contributing to the overall altered architecture and heterogeneity of the metastatic lymph node."
29,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, distinct features such as irregular nuclear contours, prominent nucleoli, and frequent mitotic figures can be observed. Additionally, metastatic cells often exhibit a cohesive or single-file arrangement within the node, and may show areas of coagulative necrosis or hemorrhage. The stroma surrounding these metastatic foci may also show reactive changes such as fibrosis or inflammation."
30,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarser chromatin, more prominent nucleoli, and frequent mitotic figures. Additionally, metastatic deposits may show areas of necrosis, hemorrhage, and a surrounding reactive stroma with an influx of inflammatory cells such as lymphocytes and macrophages. Capillaries may be dilated and congested, and the overall architecture of the lymph node is disrupted with distortion of the normal follicular and paracortical structures."
31,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarser chromatin, more prominent nucleoli, and may show areas of necrosis or hemorrhage. Additionally, metastatic deposits may contain clusters of tumor cells with clear or vacuolated cytoplasm, which can be indicative of specific subtypes such as ductal or lobular carcinoma. Capillaries within the metastatic nodes may also appear dilated and tortuous, and the stroma may show increased vascularity and fibrosis."
32,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, specific features such as the presence of tumor cells with coarse nucleoli, frequent mitotic figures, and areas of coagulative necrosis can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central area of necrosis, and may show evidence of stromal reaction with surrounding fibrovascular tissue and inflammatory infiltrates."
33,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarse chromatin, prominent nucleoli, and frequent mitotic figures. Additionally, metastatic deposits may show areas of coagulative necrosis and infiltration of surrounding stroma, with possible presence of clear or mucinous background, which can help differentiate from reactive or benign changes."
34,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular texture. At high resolution, distinct characteristics such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" pattern around the central area of the lymph node, with tumor cells infiltrating the paracortical and medullary regions, and may show areas of necrosis and hemorrhage. Capillary-like vascular structures and fibrovascular stromal reactions are also commonly seen, contributing to the altered architecture and appearance of the metastatic lymph node."
35,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these nodes show evidence of tumor cell invasion into the lymph node stroma, often with areas of coagulative necrosis, and may exhibit specific patterns such as single-file or ""satellite"" arrangements of tumor cells around the periphery of the node. Additionally, metastatic nodes may contain areas of hemorrhage, sclerosis, and fibrosis, and the stroma may show reactive changes such as lymphoplasmacytic infiltration and fibrosis."
36,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular pattern of fibrosis. At high resolution, characteristic features such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" appearance with clusters of tumor cells surrounding the central stroma, and may show areas of necrosis and hemorrhage. Capillary-like vascular structures and extravasated red blood cells are also frequently seen, contributing to the overall abnormal architecture of the metastatic lymph node."
37,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarser chromatin, more prominent nucleoli, and may show evidence of necrosis or hemorrhage within the node. Additionally, metastatic deposits may be associated with a reactive stromal response characterized by an increase in fibroblasts and lymphocytes, which can be observed even at lower magnification."
38,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular pattern of fibrosis. At high resolution, characteristic features such as the presence of tumor cells that are often more pleomorphic and exhibit nuclear atypia, increased mitotic activity, and the presence of tumor necrosis can be observed. Additionally, metastatic deposits may show a ""satellite"" pattern where tumor cells are scattered around the periphery of the lymph node, and the stroma may contain areas of hemorrhage and hemosiderin deposition. These features, when combined with the absence of reactive hyperplasia and the presence of specific immunohistochemical markers like estrogen receptor (ER), progesterone receptor (PR), and human epidermal growth factor receptor 2 (HER2) expression patterns consistent with primary breast cancer, support the diagnosis of metastatic breast cancer in lymph nodes."
39,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular texture. At high resolution, distinct characteristics such as the presence of tumor cells with pleomorphism, nuclear atypia, and frequent mitotic figures can be observed. Additionally, metastatic deposits often exhibit a ""satellite"" pattern around the central area of the lymph node, with tumor cells infiltrating the paracortical and medullary regions, and may show areas of necrosis and hemorrhage. Capillary-like vascular structures and fibrovascular stromal reactions are also commonly seen, contributing to the altered architecture and appearance of the metastatic lymph node."
40,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, these metastatic cells often exhibit coarser chromatin, more prominent nucleoli, and frequent mitotic figures, while the stroma may show areas of hemorrhage and necrosis. Additionally, metastatic deposits may contain clusters of tumor cells with clear or vacuolated cytoplasm, which can be indicative of certain subtypes of breast cancer such as ductal carcinoma in situ (DCIS) or invasive lobular carcinoma."
41,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed or coarsely reticular texture. At high resolution, distinct characteristics such as the presence of tumor cells that are often larger and more pleomorphic than normal lymphoid cells, with irregular nuclear shapes and increased nuclear-to-cytoplasmic ratios, can be observed. Additionally, metastatic deposits may show areas of necrosis, hemorrhage, and the presence of tumor emboli within the sinusoids. The metastatic cells often have a more basophilic cytoplasm and may exhibit increased mitotic activity compared to the surrounding reactive hyperplastic lymphoid tissue."
42,"In the context of diagnosing breast cancer lymph node metastasis through whole-slide imaging, visually descriptive features at both low and high resolutions include: at low resolution, metastatic lymph nodes typically appear as enlarged, irregularly shaped nodes with a loss of normal architectural organization and a mixed pattern of hyperchromatic, pleomorphic nuclei with indistinct or absent nuclear-cytoplasmic ratio, and increased nuclear-to-cytoplasmic ratios. At high resolution, distinct features such as irregular nuclear contours, prominent nucleoli, and frequent mitotic figures can be observed. Additionally, metastatic cells often exhibit a cohesive or infiltrative growth pattern, and may show areas of necrosis or hemorrhage. The stroma surrounding these metastatic foci may appear more fibrotic or inflamed compared to normal lymph nodes."
